Metric,Dec.  2020,Dec.  2019,Dec.  2018,Company,cik_str,0,1,2,Sep.  2020,Jun.  2020,Mar.  2020,Sep.  2019,Jun.  2019,Mar.  2019,Jul.  2021,Jul.  2020,Jul.  2019,Jun.  2021,Oct.  2021,Oct.  2020,Jan.  2021,Sep.  2021,Oct.  2019,Mar.  2021,Nov.  2020,Aug.  2020,Feb.  2020,Nov.  2019,Aug.  2019,May  2020,May  2019,Feb.  2019,Jan.  2020,Jun.  2018,May  2021,Nov.  2018,Apr.  2021,Apr.  2020,Apr.  2019,Jan.  2019,"Dec.  2020 
Trade_Names 
metropolitan_area 
segment","Dec.  2020 
USD ($) 
$ ","Dec.  2019 
USD ($) 
$ ","Dec.  2018 
USD ($) 
$ ",3,"Mar.  2021 
USD ($)",Sep.  2018,"Dec.  2020 
USD ($) 
mi","Sep.  2020 
USD ($)","Jun.  2020 
USD ($)","Mar.  2020 
USD ($)","Dec.  2019 
USD ($)","Sep.  2019 
USD ($)","Jun.  2019 
USD ($)","Mar.  2019 
USD ($)","Dec.  2020 
USD ($) 
segment 
mi","Dec.  2018 
USD ($)",Aug.  2021,Feb.  2021
Netrevenues,9437000000,7726000000,7531000000,QUEST DIAGNOSTICS INC (Filer) , 0001022079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netchangeinavailable-for-saledebtsecuritiesnetoftaxes,0,8000000,0,QUEST DIAGNOSTICS INC (Filer) , 0001022079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netrevenues,,,,RALPH LAUREN CORP (Filer) , 0001037038,,,,,,6159800000.0,,,6313000000.0,,,,,,,,,,4400800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Interestincome,,,,RAYMOND JAMES FINANCIAL INC (Filer) , 0000720005,,,,1000000000.0,,,1281000000.0,,,,,,,,,,823000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Interestincome,,,,RAYMOND JAMES FINANCIAL INC (Filer) , 0000720005,,,,1000000000.0,,,1281000000.0,,,,,,,,,,823000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Interestincome,,,,RAYMOND JAMES FINANCIAL INC (Filer) , 0000720005,,,,1000000000.0,,,1281000000.0,,,,,,,,,,823000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Interestincome,,,,RAYMOND JAMES FINANCIAL INC (Filer) , 0000720005,,,,1000000000.0,,,1281000000.0,,,,,,,,,,823000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Equityarisingfromavailable-for-salesecuritiesrecordedthroughOCI,,,,RAYMOND JAMES FINANCIAL INC (Filer) , 0000720005,,,,23000000,,,27000000,,,,,,,,,,-32000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,RAYMOND JAMES FINANCIAL INC (Filer) , 0000720005,Unrealizedlossassociatedwithavailable-for-salesecurities,2000000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Interestincome,,,,RAYMOND JAMES FINANCIAL INC (Filer) , 0000720005,,,,1000000000,,,1281000000,,,,,,,,,,823000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netsales,56587000000,45349000000,34701000000,RAYTHEON TECHNOLOGIES CORP (Filer) , 0000101829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unrealizedlossonavailable-for-salesecurities,0,0,-5000000,RAYTHEON TECHNOLOGIES CORP (Filer) , 0000101829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unrealizedlossonavailable-for-salesecurities,0,0,-5000000,RAYTHEON TECHNOLOGIES CORP (Filer) , 0000101829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unrealizedlossonavailable-for-salesecurities,0,0,-5000000,RAYTHEON TECHNOLOGIES CORP (Filer) , 0000101829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unrealizedlossonavailable-for-salesecurities,0,0,-5000000,RAYTHEON TECHNOLOGIES CORP (Filer) , 0000101829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unrealizedlossonavailable-for-salesecurities,0,0,-5000000,RAYTHEON TECHNOLOGIES CORP (Filer) , 0000101829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totalrevenue,1651625000,1491591000,1327838000,REALTY INCOME CORP (Filer) , 0000726728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totalrevenues,1016175000,1133138000,1120975000,REGENCY CENTERS CORP (Filer) , 0000910606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unrealizedgain-lossonavailable-for-salesecurities,320000,315000,-95000,REGENCY CENTERS CORP (Filer) , 0000910606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unrealizedgain-lossonavailable-for-salesecurities,320000,315000,-95000,REGENCY CENTERS CORP (Filer) , 0000910606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unrealizedgain-lossonavailable-for-salesecurities,320000,315000,-95000,REGENCY CENTERS CORP (Filer) , 0000910606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revenues,8497100000.0,6557600000.0,5145600000.0,"REGENERON PHARMACEUTICALS, INC. (Filer) ", 0000872589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revenues,8497100000.0,6557600000.0,5145600000.0,"REGENERON PHARMACEUTICALS, INC. (Filer) ", 0000872589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revenues,8497100000.0,6557600000.0,5145600000.0,"REGENERON PHARMACEUTICALS, INC. (Filer) ", 0000872589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revenues,2422900000.0,1863500000.0,5145600000.0,"REGENERON PHARMACEUTICALS, INC. (Filer) ", 0000872589,,,,2294000000.0,1952000000.0,1828200000.0,1743700000.0,1577800000.0,1372600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ReductionofResearchanddevelopmentexpense,109400000.0,122900000.0,129500000.0,"REGENERON PHARMACEUTICALS, INC. (Filer) ", 0000872589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saleofnon-inventoryrelatedassetsbetweenforeignsubsidiaries,0.8,0.0,6.3,"REGENERON PHARMACEUTICALS, INC. (Filer) ", 0000872589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"REGENERON PHARMACEUTICALS, INC. (Filer) ", 0000872589,Deferredrevenue,44600000.0,22000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"REGENERON PHARMACEUTICALS, INC. (Filer) ", 0000872589,Deferredrevenue,44600000.0,22000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"REGENERON PHARMACEUTICALS, INC. (Filer) ", 0000872589,Deferredrevenue,44600000.0,22000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unrealizedholdinggains-lossesonavailableforsalesecuritiestax,200000000,196000000,-83000000,REGIONS FINANCIAL CORP (Filer) , 0001281761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unrealizedholdinggains-lossesonavailableforsalesecuritiestax,200000000,196000000,-83000000,REGIONS FINANCIAL CORP (Filer) , 0001281761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unrealizedholdinggains-lossesonavailableforsalesecuritiestax,200000000,196000000,-83000000,REGIONS FINANCIAL CORP (Filer) , 0001281761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revenue,10153600000,10299400000,10040900000,"REPUBLIC SERVICES, INC. (Filer) ", 0001060391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netrevenue,,,,RESMED INC (Filer) , 0000943819,,,,,2957013000,,,2606572000,,,,,3196825000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netrevenue,,,,RESMED INC (Filer) , 0000943819,,,,,2957013000,,,2606572000,,,,,3196825000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netrevenue,,,,RESMED INC (Filer) , 0000943819,,,,,2957013000,,,2606572000,,,,,3196825000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Researchanddevelopmentcredit,,,,RESMED INC (Filer) , 0000943819,,,,,-13595000,,,-12953000,,,,,-20257000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,RESMED INC (Filer) , 0000943819,Deferredrevenue,17839000,15343000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,RESMED INC (Filer) , 0000943819,Deferredrevenue,17839000,15343000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,RESMED INC (Filer) , 0000943819,Deferredrevenue,17839000,15343000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,RESMED INC (Filer) , 0000943819,Deferredrevenue,17839000,15343000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,RESMED INC (Filer) , 0000943819,Deferredrevenue,17839000,15343000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,RESMED INC (Filer) , 0000943819,Deferredrevenue,17839000,15343000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deferredrevenue,,30412000,,PERKINELMER INC (Filer) , 0000031791,,,,,,,,,,,,,,,,29838000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deferredrevenue,,30412000,,PERKINELMER INC (Filer) , 0000031791,,,,,,,,,,,,,,,,29838000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Servicerevenues,5109000000,6074432000,5800271000,ROBERT HALF INTERNATIONAL INC. (Filer) , 0000315213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totalsales,,,,"ROCKWELL AUTOMATION, INC (Filer) ", 0001024478,,,,6329800000.0,,,6694800000.0,,,,,,,,,,6997400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netchangeinavailable-for-saleinvestments,,,,"ROCKWELL AUTOMATION, INC (Filer) ", 0001024478,,,,0.0,,,2200000.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netchangeinavailable-for-saleinvestments,,,,"ROCKWELL AUTOMATION, INC (Filer) ", 0001024478,,,,0.0,,,2200000.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netchangeinavailable-for-saleinvestments,,,,"ROCKWELL AUTOMATION, INC (Filer) ", 0001024478,,,,0.0,,,2200000.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Researchanddevelopmenttaxcredit,,,,"ROCKWELL AUTOMATION, INC (Filer) ", 0001024478,,,,-1.1,,,-1.2,,,,,,,,,,-0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salesgeneralandadministrative,656207000,623379000,550698000,ROLLINS INC (Filer) , 0000084839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salesgeneralandadministrative,656207000,623379000,550698000,ROLLINS INC (Filer) , 0000084839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salesgeneralandadministrative,656207000,623379000,550698000,ROLLINS INC (Filer) , 0000084839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salesgeneralandadministrative,656207000,623379000,550698000,ROLLINS INC (Filer) , 0000084839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netrevenues,5527100000.0,5366800000.0,5191200000.0,ROPER TECHNOLOGIES INC (Filer) , 0000882835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sales,,,,"ROSS STORES, INC. (Filer) ", 0000745732,,,,,,,,,,,,,,,3754509000,4249671000,,,,,2684712000,4413445000,3849117000,3979869000,1842673000,3796642000,14983541000,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totalrevenues,2208805000.0,10950661000.0,9493849000.0,ROYAL CARIBBEAN CRUISES LTD (Filer) , 0000884887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
InterestIncome-Expense,-823202000.0,-381568000.0,-300872000.0,ROYAL CARIBBEAN CRUISES LTD (Filer) , 0000884887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revenue,,,,S&P Global Inc. (Filer) , 0000064040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7442000000,6699000000,6258000000,,,,,,,,,,,,,,,
Revenue,,,,S&P Global Inc. (Filer) , 0000064040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7442000000,6699000000,6258000000,,,,,,,,,,,,,,,
Revenue,,,,S&P Global Inc. (Filer) , 0000064040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7442000000,6699000000,6258000000,,,,,,,,,,,,,,,
Revenue,,,,S&P Global Inc. (Filer) , 0000064040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7442000000,6699000000,6258000000,,,,,,,,,,,,,,,
Revenue,,,,S&P Global Inc. (Filer) , 0000064040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7442000000,6699000000,6258000000,,,,,,,,,,,,,,,
Revenue,,,,S&P Global Inc. (Filer) , 0000064040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7442000000,6699000000,6258000000,,,,,,,,,,,,,,,
,,,,"SALESFORCE.COM, INC. (Filer) ", 0001108524,Unearnedrevenue,71000000,4000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totalrevenues,2083138000,2014645000,1865695000.0,SBA COMMUNICATIONS CORP (Filer) , 0001034054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totalrevenues,2083138000,2014645000,1865695000.0,SBA COMMUNICATIONS CORP (Filer) , 0001034054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totalrevenues,2083138000,2014645000,1865695000.0,SBA COMMUNICATIONS CORP (Filer) , 0001034054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,SBA COMMUNICATIONS CORP (Filer) , 0001034054,Deferredrevenue,2846000,2527000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TotalRevenue,23601000000,32917000000,32815000000,SCHLUMBERGER LIMITED/NV (Filer) , 0000087347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netlossoncashflowhedges,-90000000,-32000000,-16000000,SCHLUMBERGER LIMITED/NV (Filer) , 0000087347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netlossoncashflowhedges,-90000000,-32000000,-16000000,SCHLUMBERGER LIMITED/NV (Filer) , 0000087347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revenue,,,,Seagate Technology Holdings plc (Filer) , 0001137789,,,,,,,,10390000000,,10681000000,10509000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netsales,4903200000.0,4791100000.0,4732700000.0,SEALED AIR CORP/DE (Filer) , 0001012100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totalrevenues,11370000000.0,10829000000.0,10102000000.0,SAN DIEGO GAS & ELECTRIC CO (Filer) , 0000086521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totalrevenues,11370000000.0,10829000000.0,10102000000.0,SAN DIEGO GAS & ELECTRIC CO (Filer) , 0000086521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totalrevenues,11370000000.0,10829000000.0,10102000000.0,SAN DIEGO GAS & ELECTRIC CO (Filer) , 0000086521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totalrevenues,11370000000.0,10829000000.0,10102000000.0,SAN DIEGO GAS & ELECTRIC CO (Filer) , 0000086521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totalrevenues,11370000000.0,10829000000.0,10102000000.0,SAN DIEGO GAS & ELECTRIC CO (Filer) , 0000086521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netsales,18361700000.0,17900800000.0,17534500000.0,SHERWIN WILLIAMS CO (Filer) , 0000089800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netsales,18361700000.0,17900800000.0,17534500000.0,SHERWIN WILLIAMS CO (Filer) , 0000089800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netsales,18361700000.0,17900800000.0,17534500000.0,SHERWIN WILLIAMS CO (Filer) , 0000089800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Researchanddevelopmentcredits,-0.5,-1.1,-1.3,SHERWIN WILLIAMS CO (Filer) , 0000089800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Managementfeesandotherrevenues,96882000,112942000,116286000,SIMON PROPERTY GROUP L P /DE/ (Filer) , 0001022344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totalrevenue,1131429000.0,1488615000.0,5645288000.0,SIMON PROPERTY GROUP L P /DE/ (Filer) , 0001022344,,,,1060674000.0,1062041000.0,1353360000.0,1416554000.0,1397186000.0,1452834000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RevenuefromContractwithCustomerExcludingAssessedTax,,,,"SKYWORKS SOLUTIONS, INC. (Filer) ", 0000004127,,,,,,,3376800000,,,,,,,5109100000,3355700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RevenuefromContractwithCustomerExcludingAssessedTax,,,,"SKYWORKS SOLUTIONS, INC. (Filer) ", 0000004127,,,,,,,3376800000,,,,,,,5109100000,3355700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RevenuefromContractwithCustomerExcludingAssessedTax,,,,"SKYWORKS SOLUTIONS, INC. (Filer) ", 0000004127,,,,,,,3376800000,,,,,,,5109100000,3355700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Researchanddevelopmentcredits,,,,"SKYWORKS SOLUTIONS, INC. (Filer) ", 0000004127,,,,,,,-25700000.0,,,,,,,-27000000.0,-23000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Researchanddevelopmentcredits,,,,"SKYWORKS SOLUTIONS, INC. (Filer) ", 0000004127,,,,,,,-25700000.0,,,,,,,-27000000.0,-23000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Researchanddevelopmentcredits,,,,"SKYWORKS SOLUTIONS, INC. (Filer) ", 0000004127,,,,,,,-25700000.0,,,,,,,-27000000.0,-23000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Available-for-salesecuritiesactivitynetoftax,,,,J M SMUCKER Co (Filer) , 0000091419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-100000.0,-300000.0,500000.0,,,,,,,,,,,,,,,,,,,,
Available-for-salesecuritiesactivitynetoftax,,,,J M SMUCKER Co (Filer) , 0000091419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-100000.0,-300000.0,500000.0,,,,,,,,,,,,,,,,,,,,
Available-for-salesecuritiesactivitynetoftax,,,,J M SMUCKER Co (Filer) , 0000091419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-100000.0,-300000.0,500000.0,,,,,,,,,,,,,,,,,,,,
Available-for-salesecuritiesactivitynetoftax,,,,J M SMUCKER Co (Filer) , 0000091419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-100000.0,-300000.0,500000.0,,,,,,,,,,,,,,,,,,,,
Available-for-salesecuritiesactivitynetoftax,,,,J M SMUCKER Co (Filer) , 0000091419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-100000.0,-300000.0,500000.0,,,,,,,,,,,,,,,,,,,,
Netsales,,4067700000.0,4070400000.0,Snap-on Inc (Filer) , 0000091440,,,,,,,,,,,,,,,,3942200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netsales,,4067700000.0,4070400000.0,Snap-on Inc (Filer) , 0000091440,,,,,,,,,,,,,,,,3942200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revenues,1459271000.0,1425660000,937237000,"SOLAREDGE TECHNOLOGIES, INC. (Filer) ", 0001419612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revenues,1459271000.0,1425660000,937237000,"SOLAREDGE TECHNOLOGIES, INC. (Filer) ", 0001419612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revenues,1459271000.0,1425660000,937237000,"SOLAREDGE TECHNOLOGIES, INC. (Filer) ", 0001419612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"SOLAREDGE TECHNOLOGIES, INC. (Filer) ", 0001419612,ResearchandDevelopmentcarryforwardexpenses,1843000,4994000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9482000,,,,,,,,,,,,,,
Revenues,1459271000.0,1425660000,937237000,"SOLAREDGE TECHNOLOGIES, INC. (Filer) ", 0001419612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revenues,1459271000.0,1425660000,937237000,"SOLAREDGE TECHNOLOGIES, INC. (Filer) ", 0001419612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revenues,1459271000.0,1425660000,937237000,"SOLAREDGE TECHNOLOGIES, INC. (Filer) ", 0001419612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"SOLAREDGE TECHNOLOGIES, INC. (Filer) ", 0001419612,ResearchandDevelopmentcarryforwardexpenses,1843000,4994000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9482000,,,,,,,,,,,,,,
Totaloperatingrevenues,20375000000.0,21419000000.0,23495000000.0,ALABAMA POWER CO (Filer) , 0000003153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totaloperatingrevenues,20375000000.0,21419000000.0,23495000000.0,ALABAMA POWER CO (Filer) , 0000003153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totaloperatingrevenues,20375000000.0,21419000000.0,23495000000.0,ALABAMA POWER CO (Filer) , 0000003153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totaloperatingrevenues,20375000000.0,21419000000.0,23495000000.0,ALABAMA POWER CO (Filer) , 0000003153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totaloperatingrevenues,20375000000.0,21419000000.0,23495000000.0,ALABAMA POWER CO (Filer) , 0000003153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OperatingRevenue,9048000000,22428000000,21965000000,SOUTHWEST AIRLINES CO (Filer) , 0000092380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OperatingRevenue,9048000000,22428000000,21965000000,SOUTHWEST AIRLINES CO (Filer) , 0000092380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetSales,,14442200000.0,13982400000.0,"STANLEY BLACK & DECKER, INC. (Filer) ", 0000093556,,,,,,,,,,,,,,,,14534600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetSales,,14442200000.0,13982400000.0,"STANLEY BLACK & DECKER, INC. (Filer) ", 0000093556,,,,,,,,,,,,,,,,14534600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetSales,,14442200000.0,13982400000.0,"STANLEY BLACK & DECKER, INC. (Filer) ", 0000093556,,,,,,,,,,,,,,,,14534600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"STANLEY BLACK & DECKER, INC. (Filer) ", 0000093556,Capitalizedresearchanddevelopmentcosts,52600000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"STANLEY BLACK & DECKER, INC. (Filer) ", 0000093556,Capitalizedresearchanddevelopmentcosts,52600000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unrealizedholdinggains/-lossesonavailable-for-salesecuritiesbeforetax,,,,STARBUCKS CORP (Filer) , 0000829224,,,,8300000.000000001,,,10500000.0,,,,,,,-3400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
